Index,Sample Name,Sample Type,Component Name,Component Type,IS Name,Component Group Name,Actual Concentration,Expected RT,Area,IS Area,Retention Time,Retention Time Delta (min),Used,Calculated Concentration,Accuracy,Precursor Mass,Accuracy Acceptance  ,Concentration Acceptance  ,Reportable
15324,L4,POST,4-AMINOBENZOIC ACID_pos_1,Quantifiers,(No IS),,N/A,2.31,2.22E+06,N/A,2.56,0.25,TRUE,<2 points,N/A,138,,,TRUE
15325,L4,POST,ANTHRANILIC ACID_pos_4,Quantifiers,(No IS),,N/A,2.31,5.80E+05,N/A,2.57,0.26,TRUE,<2 points,N/A,138,,,TRUE
15326,L4,POST,BIOTIN_pos_4,Quantifiers,(No IS),,N/A,4.06,4.09E+03,N/A,4.16,0.1,TRUE,<2 points,N/A,245,,,TRUE
15327,L4,POST,ACETYLPHOSPHATE_pos_1,Quantifiers,(No IS),,N/A,8.64,2.32E+04,N/A,8.56,0.08,TRUE,<2 points,N/A,141,,,TRUE
15328,L4,POST,INDOLE_pos_1,Quantifiers,(No IS),,N/A,8.87,3.31E+03,N/A,8.78,0.09,TRUE,<2 points,N/A,118,,,TRUE
15329,L4,POST,NE,Quantifiers,(No IS),,N/A,1.8,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,170.2,,,TRUE
15330,L4,POST,Epi,Quantifiers,(No IS),,N/A,1.52,1.12E+05,N/A,1.61,0.09,TRUE,<2 points,N/A,184.1,,,TRUE
15331,L4,POST,GABA,Quantifiers,(No IS),,N/A,1.73,8.96E+05,N/A,1.86,0.13,TRUE,<2 points,N/A,104.2,,,TRUE
15332,L4,POST,Serotonin,Quantifiers,(No IS),,N/A,5.57,5.91E+03,N/A,5.82,0.25,TRUE,<2 points,N/A,177,,,TRUE
15333,L4,POST,Serotonin_1,Quantifiers,(No IS),,N/A,2,6.54E+05,N/A,1.85,0.15,TRUE,<2 points,N/A,177,,,TRUE
15334,L4,POST,CORTISONE,Quantifiers,(No IS),,N/A,13.8,1.76E+05,N/A,13.8,0,TRUE,<2 points,N/A,361,,,TRUE
15335,L4,POST,CORTISOL,Quantifiers,(No IS),,N/A,14.55,2.61E+05,N/A,14.55,0,TRUE,<2 points,N/A,363,,,TRUE
15337,L4,POST,TRIAMCINOLONE ACETONIDE,Quantifiers,(No IS),,N/A,13.88,1.02E+03,N/A,13.81,0.07,TRUE,<2 points,N/A,395,,,TRUE
15338,L4,POST,melatonin,Quantifiers,(No IS),,N/A,13.31,1.93E+04,N/A,13.32,0.01,TRUE,<2 points,N/A,233.2,,,TRUE
15339,L4,POST,CITRIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.15,2.25E+06,N/A,2.07,0.08,TRUE,<2 points,N/A,191,,,TRUE
15340,L4,POST,CYSTEINE_neg_5,Quantifiers,(No IS),,N/A,19.63,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,119.932,,,TRUE
15341,L4,POST,TAURINE_neg_1,Quantifiers,(No IS),,N/A,1.74,1.01E+07,N/A,1.82,0.08,TRUE,<2 points,N/A,123.906,,,TRUE
15342,L4,POST,GLUCONOLACTONE_neg_4,Quantifiers,(No IS),,N/A,1.73,9.14E+03,N/A,1.87,0.14,TRUE,<2 points,N/A,176.788,,,TRUE
15343,L4,POST,ASCORBATE_neg_2,Quantifiers,(No IS),,N/A,1.94,6.59E+03,N/A,1.85,0.09,TRUE,<2 points,N/A,174.887,,,TRUE
15344,L4,POST,GLYCOLATE_neg_2,Quantifiers,(No IS),,N/A,1.83,1.56E+04,N/A,1.9,0.07,TRUE,<2 points,N/A,75,,,TRUE
15345,L4,POST,L-DIHYDROOROTIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.81,1.84E+05,N/A,1.89,0.08,TRUE,<2 points,N/A,157,,,TRUE
15346,L4,POST,THYMIDINE_neg_2,Quantifiers,(No IS),,N/A,9.5,5.63E+03,N/A,9.62,0.12,TRUE,<2 points,N/A,241,,,TRUE
15347,L4,POST,GLYCERATE_neg_1,Quantifiers,(No IS),,N/A,1.8,8.52E+04,N/A,1.88,0.08,TRUE,<2 points,N/A,104.912,,,TRUE
15348,L4,POST,OROTATE_neg_1,Quantifiers,(No IS),,N/A,19.98,1.67E+05,N/A,19.62,0.36,TRUE,<2 points,N/A,154.896,,,TRUE
15349,L4,POST,DEOXYURIDINE_neg_1,Quantifiers,(No IS),,N/A,14.69,5.43E+02,N/A,14.68,0.01,TRUE,<2 points,N/A,442.003,,,TRUE
15350,L4,POST,TRYPTOPHAN_neg_1,Quantifiers,(No IS),,N/A,8.88,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,203,,,TRUE
15351,L4,POST,LACTATE_neg_1,Quantifiers,(No IS),,N/A,2.05,4.91E+06,N/A,2.17,0.12,TRUE,<2 points,N/A,89,,,TRUE
15352,L4,POST,"FRUCTOSE 1,6-BISPHOSPHATE_neg_2",Quantifiers,(No IS),,N/A,1.71,1.08E+05,N/A,1.72,0.01,TRUE,<2 points,N/A,339,,,TRUE
15353,L4,POST,URIDINE_neg_2,Quantifiers,(No IS),,N/A,2.2,1.66E+06,N/A,2.54,0.34,TRUE,<2 points,N/A,243,,,TRUE
15354,L4,POST,SUCCINATE_neg_1,Quantifiers,(No IS),,N/A,2.53,1.87E+06,N/A,2.47,0.06,TRUE,<2 points,N/A,116.903,,,TRUE
15355,L4,POST,MALIC ACID_neg_5,Quantifiers,(No IS),,N/A,1.89,1.15E+06,N/A,2.02,0.13,TRUE,<2 points,N/A,132.898,,,TRUE
15356,L4,POST,HOMOSERINE_neg_2,Quantifiers,(No IS),,N/A,1.74,6.51E+03,N/A,1.77,0.03,TRUE,<2 points,N/A,118,,,TRUE
15357,L4,POST,ISOCITRATE_neg_4,Quantifiers,(No IS),,N/A,1.91,4.42E+04,N/A,1.91,0,TRUE,<2 points,N/A,190.893,,,TRUE
15358,L4,POST,TRANS-ACONITATE_neg_1,Quantifiers,(No IS),,N/A,2.09,4.62E+04,N/A,2.11,0.02,TRUE,<2 points,N/A,172.859,,,TRUE
15359,L4,POST,GLUCOSAMINE 6-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,2.05,1.42E+05,N/A,2.07,0.02,TRUE,<2 points,N/A,257.969,,,TRUE
15360,L4,POST,ALLANTOIN_neg_2,Quantifiers,(No IS),,N/A,1.81,2.12E+05,N/A,1.88,0.07,TRUE,<2 points,N/A,156.927,,,TRUE
15361,L4,POST,ADP_neg_2,Quantifiers,(No IS),,N/A,3.36,3.45E+04,N/A,3.28,0.08,TRUE,<2 points,N/A,425.831,,,TRUE
15362,L4,POST,4-PYRIDOXATE_neg_2,Quantifiers,(No IS),,N/A,4.37,1.03E+03,N/A,4.53,0.16,TRUE,<2 points,N/A,181.937,,,TRUE
15363,L4,POST,GLUCURONATE_neg_3,Quantifiers,(No IS),,N/A,1.74,4.28E+04,N/A,1.82,0.08,TRUE,<2 points,N/A,192.943,,,TRUE
15364,L4,POST,DEOXYURIDINE_neg_2,Quantifiers,(No IS),,N/A,4.71,5.13E+02,N/A,4.58,0.13,TRUE,<2 points,N/A,226.997,,,TRUE
15365,L4,POST,PYROGLUTAMIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.34,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,127.932,,,TRUE
15366,L4,POST,CYSTATHIONINE_neg_1,Quantifiers,(No IS),,N/A,14.09,2.02E+05,N/A,14.09,0,TRUE,<2 points,N/A,220.955,,,TRUE
15367,L4,POST,XANTHOSINE_neg_1,Quantifiers,(No IS),,N/A,1.68,1.40E+04,N/A,1.78,0.1,TRUE,<2 points,N/A,282.97,,,TRUE
15368,L4,POST,CYTIDINE MONOPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.91,2.12E+05,N/A,1.99,0.08,TRUE,<2 points,N/A,321.908,,,TRUE
15369,L4,POST,GLUCOSE 6-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.76,3.28E+06,N/A,1.91,0.15,TRUE,<2 points,N/A,258.879,,,TRUE
15370,L4,POST,NADP_neg_1,Quantifiers,(No IS),,N/A,2.35,3.35E+03,N/A,2.4,0.05,TRUE,<2 points,N/A,741.974,,,TRUE
15371,L4,POST,dGTP_neg_3,Quantifiers,(No IS),,N/A,1.79,1.10E+05,N/A,1.88,0.09,TRUE,<2 points,N/A,506,,,TRUE
15372,L4,POST,IDP_neg_4,Quantifiers,(No IS),,N/A,1.88,8.53E+03,N/A,2,0.12,TRUE,<2 points,N/A,426.842,,,TRUE
15373,L4,POST,6-PHOSPHOGLUCONATE_neg_2,Quantifiers,(No IS),,N/A,1.67,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,274.843,,,TRUE
15374,L4,POST,ADENOSINE MONOPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,2.22,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,345.941,,,TRUE
15375,L4,POST,GLUCONATE_neg_2,Quantifiers,(No IS),,N/A,1.75,1.65E+05,N/A,1.82,0.07,TRUE,<2 points,N/A,194.922,,,TRUE
15376,L4,POST,dGDP_neg_2,Quantifiers,(No IS),,N/A,3.17,1.98E+04,N/A,2.9,0.27,TRUE,<2 points,N/A,425.866,,,TRUE
15377,L4,POST,PHOSPHOENOLPYRUVATE_neg_1,Quantifiers,(No IS),,N/A,1.8,4.09E+05,N/A,1.85,0.05,TRUE,<2 points,N/A,166.826,,,TRUE
15378,L4,POST,DIHYDROXYACETONE PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.78,8.08E+05,N/A,1.92,0.14,TRUE,<2 points,N/A,168.906,,,TRUE
15379,L4,POST,O-ACETYLSERINE_neg_2,Quantifiers,(No IS),,N/A,2.03,1.71E+05,N/A,2.1,0.07,TRUE,<2 points,N/A,145.934,,,TRUE
15380,L4,POST,5-THYMIDYLIC ACID_neg_1,Quantifiers,(No IS),,N/A,8.57,6.18E+03,N/A,8.62,0.05,TRUE,<2 points,N/A,320.9,,,TRUE
15381,L4,POST,CYCLIC AMP_neg_1,Quantifiers,(No IS),,N/A,3.94,6.69E+02,N/A,3.86,0.08,TRUE,<2 points,N/A,327.898,,,TRUE
15382,L4,POST,ADP-GLUCOSE_neg_1,Quantifiers,(No IS),,N/A,7.26,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,587.958,,,TRUE
15383,L4,POST,FRUCTOSE 6-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.77,2.39E+06,N/A,1.81,0.04,TRUE,<2 points,N/A,258.9,,,TRUE
15384,L4,POST,ADENOSINE TRIPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,3.71,1.37E+03,N/A,3.8,0.09,TRUE,<2 points,N/A,505.8,,,TRUE
15385,L4,POST,XANTHYLIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.69,8.13E+03,N/A,1.77,0.08,TRUE,<2 points,N/A,362.9,,,TRUE
15386,L4,POST,FAD_neg_1,Quantifiers,(No IS),,N/A,10.29,5.30E+03,N/A,10.4,0.11,TRUE,<2 points,N/A,784,,,TRUE
15387,L4,POST,DEOXYGUANOSINE_neg_1,Quantifiers,(No IS),,N/A,3.65,8.18E+04,N/A,3.45,0.2,TRUE,<2 points,N/A,266,,,TRUE
15388,L4,POST,CARBAMOYL PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.75,7.63E+04,N/A,1.84,0.09,TRUE,<2 points,N/A,139.9,,,TRUE
15389,L4,POST,PHOSPHORIBOSYL PYROPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.79,4.00E+04,N/A,1.85,0.06,TRUE,<2 points,N/A,388.949,,,TRUE
15390,L4,POST,AICAR_neg_1,Quantifiers,(No IS),,N/A,13.75,2.50E+04,N/A,13.77,0.02,TRUE,<2 points,N/A,336.9,,,TRUE
15391,L4,POST,GLYCERALDEHYDE 3-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,2.05,2.30E+03,N/A,1.85,0.2,TRUE,<2 points,N/A,169,,,TRUE
15392,L4,POST,S-ADENOSYLHOMOCYSTEINE_neg_1,Quantifiers,(No IS),,N/A,3.08,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,383,,,TRUE
15393,L4,POST,L-ORNITHINE_neg_4,Quantifiers,(No IS),,N/A,1.77,3.97E+04,N/A,2.03,0.26,TRUE,<2 points,N/A,130.9,,,TRUE
15394,L4,POST,GUANOSINE DIPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.82,1.40E+05,N/A,1.92,0.1,TRUE,<2 points,N/A,441.9,,,TRUE
15395,L4,POST,"2,3-DIPHOSPHO-D-GLYCERIC ACID__neg_4",Quantifiers,(No IS),,N/A,2.03,1.50E+03,N/A,2.05,0.02,TRUE,<2 points,N/A,265,,,TRUE
15396,L4,POST,CDP_neg_2,Quantifiers,(No IS),,N/A,13.84,1.24E+03,N/A,14.02,0.18,TRUE,<2 points,N/A,401.9,,,TRUE
15397,L4,POST,GLYOXYLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.98,4.20E+04,N/A,1.54,0.44,TRUE,<2 points,N/A,73,,,TRUE
15398,L4,POST,GUANOSINE MONOPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,2.29,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,361.9,,,TRUE
15399,L4,POST,N-ACETYLALANINE_neg_1,Quantifiers,(No IS),,N/A,2.51,3.83E+05,N/A,2.56,0.05,TRUE,<2 points,N/A,129.9,,,TRUE
15400,L4,POST,RIBOFLAVIN_neg_1,Quantifiers,(No IS),,N/A,10.84,3.17E+05,N/A,10.72,0.12,TRUE,<2 points,N/A,375,,,TRUE
15401,L4,POST,GLUTATHIONE REDUCED_neg_1,Quantifiers,(No IS),,N/A,2.16,3.87E+03,N/A,1.97,0.19,TRUE,<2 points,N/A,305.9,,,TRUE
15402,L4,POST,URIDINE TRIPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,14.95,2.67E+05,N/A,15.02,0.07,TRUE,<2 points,N/A,482.9,,,TRUE
15403,L4,POST,N-ACETYLGLUTAMATE_neg_1,Quantifiers,(No IS),,N/A,2.41,1.63E+05,N/A,2.32,0.09,TRUE,<2 points,N/A,188,,,TRUE
15404,L4,POST,PANTOTHENATE_neg_1,Quantifiers,(No IS),,N/A,5.98,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,218,,,TRUE
15405,L4,POST,THIAMINE PYROPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,8.67,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,423,,,TRUE
15406,L4,POST,NADPH_neg_1,Quantifiers,(No IS),,N/A,7.61,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,744,,,TRUE
15407,L4,POST,5-HYDROXYTRYPTOPHAN_neg_2,Quantifiers,(No IS),,N/A,8.87,6.94E+02,N/A,8.44,0.43,TRUE,<2 points,N/A,219,,,TRUE
15408,L4,POST,CITRAMALATE_neg_1,Quantifiers,(No IS),,N/A,2.07,6.34E+04,N/A,2.1,0.03,TRUE,<2 points,N/A,146.9,,,TRUE
15409,L4,POST,CITRAMALATE_neg_2,Quantifiers,(No IS),,N/A,2.15,2.57E+05,N/A,2.51,0.36,TRUE,<2 points,N/A,146.9,,,TRUE
15410,L4,POST,2-HYDROXYBUTYRATE_neg_3,Quantifiers,(No IS),,N/A,2.53,4.26E+06,N/A,2.54,0.01,TRUE,<2 points,N/A,103,,,TRUE
15411,L4,POST,D-RIBOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.75,4.30E+05,N/A,1.84,0.09,TRUE,<2 points,N/A,229,,,TRUE
15412,L4,POST,DEOXYADENOSINE TRIPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,10.14,2.92E+03,N/A,10.13,0.01,TRUE,<2 points,N/A,489.9,,,TRUE
15413,L4,POST,GLYCEROL 3-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.8,3.88E+06,N/A,1.82,0.02,TRUE,<2 points,N/A,170.9,,,TRUE
15414,L4,POST,URIDINE 5_1,Quantifiers,(No IS),,N/A,1.54,1.18E+03,N/A,1.47,0.07,TRUE,<2 points,N/A,402.9,,,TRUE
15415,L4,POST,GLUCOSE 1-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.34,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,258.9,,,TRUE
15416,L4,POST,CITRACONIC ACID_neg,Quantifiers,(No IS),,N/A,2.1,4.72E+04,N/A,2.08,0.02,TRUE,<2 points,N/A,129.1,,,TRUE
15417,L4,POST,DEOXYINOSINE_neg_2,Quantifiers,(No IS),,N/A,6.52,2.42E+03,N/A,6.5,0.02,TRUE,<2 points,N/A,251,,,TRUE
15418,L4,POST,INDOLE-3-CARBOXYLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.58,5.90E+05,N/A,1.64,0.06,TRUE,<2 points,N/A,160,,,TRUE
15419,L4,POST,INDOLEACRYLIC ACID_neg_2,Quantifiers,(No IS),,N/A,11.16,6.57E+03,N/A,11.09,0.07,TRUE,<2 points,N/A,186,,,TRUE
15420,L4,POST,2-ISOPROPYLMALIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.97,9.45E+03,N/A,1.84,0.13,TRUE,<2 points,N/A,174.9,,,TRUE
15421,L4,POST,(R)-LIPOIC ACID_neg_1,Quantifiers,(No IS),,N/A,6.26,1.55E+03,N/A,6.15,0.11,TRUE,<2 points,N/A,205,,,TRUE
15422,L4,POST,MESACONIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.1,3.67E+04,N/A,2.07,0.03,TRUE,<2 points,N/A,129,,,TRUE
15423,L4,POST,PHENYLPROPIOLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.57,1.91E+06,N/A,1.31,0.26,TRUE,<2 points,N/A,144.9,,,TRUE
15424,L4,POST,TETRADECANEDIOIC ACID_neg_2,Quantifiers,(No IS),,N/A,14.2,8.68E+04,N/A,14.09,0.11,TRUE,<2 points,N/A,257.1,,,TRUE
15425,L4,POST,ACADESINE_neg_2,Quantifiers,(No IS),,N/A,2.75,3.83E+04,N/A,2.73,0.02,TRUE,<2 points,N/A,257,,,TRUE
15426,L4,POST,ACETOACETYL-COA_neg_1,Quantifiers,(No IS),,N/A,4.9,4.95E+02,N/A,4.87,0.03,TRUE,<2 points,N/A,850.138,,,TRUE
15427,L4,POST,ACETYL-COA_neg_1,Quantifiers,(No IS),,N/A,11.74,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,808.127,,,TRUE
15428,L4,POST,ADENOSINE PHOSPHOSULFATE_neg_2,Quantifiers,(No IS),,N/A,13.76,4.93E+02,N/A,13.65,0.11,TRUE,<2 points,N/A,426.016,,,TRUE
15429,L4,POST,BUTYRYL-COA_neg_2,Quantifiers,(No IS),,N/A,1.67,4.00E+05,N/A,1.86,0.19,TRUE,<2 points,N/A,836.159,,,TRUE
15430,L4,POST,CHOLESTERYL SULFATE_neg_2,Quantifiers,(No IS),,N/A,14.91,4.59E+07,N/A,14.92,0.01,TRUE,<2 points,N/A,465.2,,,TRUE
15431,L4,POST,DEOXYRIBOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.67,3.71E+04,N/A,1.81,0.14,TRUE,<2 points,N/A,213,,,TRUE
15432,L4,POST,DEPHOSPHO-COA_neg_2,Quantifiers,(No IS),,N/A,10.84,9.39E+02,N/A,11.01,0.17,TRUE,<2 points,N/A,686,,,TRUE
15433,L4,POST,D-Erythrose 4-phosphate_neg_2,Quantifiers,(No IS),,N/A,1.75,4.20E+04,N/A,1.84,0.09,TRUE,<2 points,N/A,199,,,TRUE
15434,L4,POST,SYMMETRIC DIMETHYLARGININE_neg_2,Quantifiers,(No IS),,N/A,2.02,6.18E+03,N/A,2.08,0.06,TRUE,<2 points,N/A,200.9,,,TRUE
15435,L4,POST,D-SEDOHEPTULOSE 7-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.54,5.49E+04,N/A,1.61,0.07,TRUE,<2 points,N/A,288.9,,,TRUE
15436,L4,POST,dTTP_neg_1,Quantifiers,(No IS),,N/A,14.5,5.69E+06,N/A,14.47,0.03,TRUE,<2 points,N/A,480.9,,,TRUE
15437,L4,POST,FARNESYL PYROPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,14.1,2.34E+04,N/A,14.08,0.02,TRUE,<2 points,N/A,381.3,,,TRUE
15438,L4,POST,dCTP_neg_1,Quantifiers,(No IS),,N/A,2.58,2.12E+03,N/A,2.74,0.16,TRUE,<2 points,N/A,466,,,TRUE
15439,L4,POST,dTDP_-HPO3_neg_4,Quantifiers,(No IS),,N/A,8.57,1.59E+03,N/A,8.77,0.2,TRUE,<2 points,N/A,321.2,,,TRUE
15440,L4,POST,dTDP_neg_2,Quantifiers,(No IS),,N/A,2.56,9.64E+03,N/A,2.57,0.01,TRUE,<2 points,N/A,401,,,TRUE
15441,L4,POST,OXIDIZED GLUTATHIONE_neg_1,Quantifiers,(No IS),,N/A,2.55,8.11E+04,N/A,2.52,0.03,TRUE,<2 points,N/A,611,,,TRUE
15442,L4,POST,HOMOCYSTEIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.72,5.83E+05,N/A,1.81,0.09,TRUE,<2 points,N/A,181.9,,,TRUE
15443,L4,POST,3-HYDROXY-3-METHYLGLUTARYL-COA_+2_neg_3,Quantifiers,(No IS),,N/A,14.63,3.78E+03,N/A,14.65,0.02,TRUE,<2 points,N/A,454.7,,,TRUE
15444,L4,POST,HYDROXYISOCAPROIC ACID_neg_2,Quantifiers,(No IS),,N/A,8.81,2.16E+05,N/A,8.53,0.28,TRUE,<2 points,N/A,131,,,TRUE
15445,L4,POST,ISOBUTYRYLGLYCINE_neg_2,Quantifiers,(No IS),,N/A,3.8,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,144,,,TRUE
15446,L4,POST,ISOVALERIC ACID_neg_1,Quantifiers,(No IS),,N/A,19.63,5.43E+06,N/A,19.77,0.14,TRUE,<2 points,N/A,101,,,TRUE
15447,L4,POST,MALONYL-COA_neg_2,Quantifiers,(No IS),,N/A,10.2,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,852.117,,,TRUE
15448,L4,POST,2-HYDROXY-3-METHYLBUTYRIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.44,1.37E+08,N/A,7.33,0.11,TRUE,<2 points,N/A,116.9,,,TRUE
15449,L4,POST,METHYL PHENYLACETATE_neg_3,Quantifiers,(No IS),,N/A,19.61,5.30E+05,N/A,19.75,0.14,TRUE,<2 points,N/A,149,,,TRUE
15450,L4,POST,N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,2.76,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,299.9,,,TRUE
15451,L4,POST,N-ACETYLGLUTAMINE_neg_1,Quantifiers,(No IS),,N/A,2.2,6.85E+04,N/A,2.16,0.04,TRUE,<2 points,N/A,187,,,TRUE
15452,L4,POST,UREIDOPROPIONIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.78,1.54E+06,N/A,1.86,0.08,TRUE,<2 points,N/A,130.9,,,TRUE
15453,L4,POST,N-GLYCYL-L-PROLINE_neg_3,Quantifiers,(No IS),,N/A,1.98,5.03E+05,N/A,2.19,0.21,TRUE,<2 points,N/A,171,,,TRUE
15454,L4,POST,PHENYLLACTIC ACID_neg_3,Quantifiers,(No IS),,N/A,10.53,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,165,,,TRUE
15455,L4,POST,PHENYLACETYL-L-GLUTAMINE_neg_2,Quantifiers,(No IS),,N/A,9.59,9.43E+04,N/A,9.66,0.07,TRUE,<2 points,N/A,263,,,TRUE
15456,L4,POST,PROPIONYL-COA_neg_1,Quantifiers,(No IS),,N/A,8.77,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,822.143,,,TRUE
15457,L4,POST,PYROPHOSPHATE_neg_3,Quantifiers,(No IS),,N/A,1.94,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,176.9,,,TRUE
15458,L4,POST,URIDINE DIPHOSPHATE GLUCOSE_neg_2,Quantifiers,(No IS),,N/A,1.49,1.51E+04,N/A,1.75,0.26,TRUE,<2 points,N/A,564.9,,,TRUE
15459,L4,POST,METHYLSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,4.04,3.17E+05,N/A,4.23,0.19,TRUE,<2 points,N/A,131,,,TRUE
15460,L4,POST,FLAVIN MONONUCLEOTIDE _neg_1,Quantifiers,(No IS),,N/A,1.7,2.10E+03,N/A,1.7,0,TRUE,<2 points,N/A,455.102,,,TRUE
15461,L4,POST,ARGININOSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.58,1.21E+05,N/A,1.61,0.03,TRUE,<2 points,N/A,288.9,,,TRUE
15462,L4,POST,L-2-HYDROXYGLUTARIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.76,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,146.9,,,TRUE
15463,L4,POST,N-ACETYLORNITHINE_neg_3,Quantifiers,(No IS),,N/A,1.72,7.67E+05,N/A,1.82,0.1,TRUE,<2 points,N/A,172.9,,,TRUE
15464,L4,POST,RIBULOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.86,2.69E+06,N/A,1.83,0.03,TRUE,<2 points,N/A,229.015,,,TRUE
15465,L4,POST,ATROLACTIC ACID_neg_2,Quantifiers,(No IS),,N/A,10.37,1.74E+05,N/A,10.37,0,TRUE,<2 points,N/A,164.9,,,TRUE
15466,L4,POST,2-DEOXYGLUCOSE-6-PHOSPHATE_neg_4,Quantifiers,(No IS),,N/A,1.75,1.56E+05,N/A,1.84,0.09,TRUE,<2 points,N/A,243,,,TRUE
15467,L4,POST,PALMITIC ACID_neg_1,Quantifiers,(No IS),,N/A,14.96,4.92E+07,N/A,14.95,0.01,TRUE,<2 points,N/A,255,,,TRUE
15468,L4,POST,UREIDOSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.22,3.27E+05,N/A,1.85,0.37,TRUE,<2 points,N/A,175,,,TRUE
15469,L4,POST,2-KETOHEXANOIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.25,1.05E+04,N/A,7.45,0.2,TRUE,<2 points,N/A,129,,,TRUE
15470,L4,POST,3-HYDROXYBUTYRYL-CoA_-2_neg_4,Quantifiers,(No IS),,N/A,2.53,1.77E+03,N/A,2.53,0,TRUE,<2 points,N/A,425.8,,,TRUE
15471,L4,POST,4-HYDROXYBENZOATE_neg_1,Quantifiers,(No IS),,N/A,8.77,3.70E+05,N/A,8.65,0.12,TRUE,<2 points,N/A,137,,,TRUE
15472,L4,POST,XANTHURENIC ACID_neg_1,Quantifiers,(No IS),,N/A,8.96,4.91E+02,N/A,9.01,0.05,TRUE,<2 points,N/A,204,,,TRUE
15473,L4,POST,MELATONIN_neg_2,Quantifiers,(No IS),,N/A,3.56,1.88E+03,N/A,3.83,0.27,TRUE,<2 points,N/A,231,,,TRUE
15474,L4,POST,MALEIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.29,9.20E+03,N/A,2.08,0.21,TRUE,<2 points,N/A,115,,,TRUE
15475,L4,POST,"2,3-DIHYDROXYBENZOIC ACID_neg_1",Quantifiers,(No IS),,N/A,8.85,1.79E+06,N/A,9.22,0.37,TRUE,<2 points,N/A,153,,,TRUE
15476,L4,POST,3-(4-HYDROXYPHENYL)PYRUVATE_neg_1,Quantifiers,(No IS),,N/A,2.07,8.18E+03,N/A,2.24,0.17,TRUE,<2 points,N/A,179,,,TRUE
