Watchlist Scanner

Results
Symbol,Description,Market Cap,Last,Net Chng,%Change,Volume,Bid,Ask,EPS,Free Cash Flow Per Share - Current (Annual),Vol Index
ABNB,AIRBNB INC COM CL A,"105,811 M",166.53,-5.42,-3.15%,"6,464,397",166.02,166.70,-6.864,($0.63),67.13%
DVAX,DYNAVAX TECHNOLOGIES CORP COM,"1,547 M",12.90,+.16,+1.26%,"2,301,156",12.80,13.20,-.34,($0.63),90.65%
XPEV,XPENG INC ADR,"31,917 M",37.27,-1.65,-4.24%,"8,371,251",36.88,37.40,-.9231,($0.65),88.68%
SNOW,SNOWFLAKE INC COM CL A,"89,957 M",293.69,-17.42,-5.60%,"4,693,506",293.00,293.60,-2.02,($0.65),84.11%
AMRS,AMYRIS INC COM,"1,307 M",4.24,-.06,-1.40%,"4,973,451",4.25,4.31,-1.51,($0.66),132.03%
INO,INOVIO PHARMACEUTICALS INC COM,698 M,3.32,-.22,-6.21%,"6,821,352",3.30,3.33,-1.06,($0.70),113.54%
AKBA,AKEBIA THERAPEUTICS INC COM,310 M,1.77,-.05,-2.75%,"2,610,543",1.77,1.80,-1.89,($0.70),<empty>
SAVE,SPIRIT AIRLINES INC COM,"2,866 M",26.39,-.88,-3.23%,"6,424,008",26.40,26.50,-4.5,($0.72),72.07%
SRNE,SORRENTO THERAPEUTICS INC COM,978 M,3.18,-.15,-4.50%,"6,097,003",3.18,3.19,-1.23,($0.74),135.88%
ABR,ARBOR REALTY TRUST INC COM USD0.01,"2,597 M",17.07,-.04,-0.23%,"1,682,567",16.21,17.50,2.38,($0.75),44.19%
COIN,COINBASE GLOBAL INC COM CL A,"41,864 M",194.53,-10.24,-5.00%,"5,054,238",193.52,194.19,11.81,($0.76),92.16%
SPWR,SUNPOWER CORP COM,"2,794 M",16.15,-.62,-3.70%,"3,032,044",16.02,16.10,1.78,($0.76),94.10%
SGMO,SANGAMO THERAPEUTICS INC COM,839 M,5.76,-.10,-1.71%,"1,392,580",5.64,6.06,-1.27,($0.78),80.47%
FOLD,AMICUS THERAPEUTICS INC COM,"2,530 M",9.08,-.07,-0.77%,"1,761,853",8.82,9.30,-.9,($0.79),58.51%
MBIO,MUSTANG BIO INC COM,91 M,.9732,-.0668,-6.42%,"1,575,251",.9950,1.0300,-.86,($0.81),<empty>
PIXY,SHIFTPIXY INC COM,28 M,.990,-.11,-10.00%,"2,420,444",.950,.988,-.9,($0.86),276.88%
ARDX,ARDELYX INC COM,77 M,.6801,-.027,-3.82%,"3,202,089",.7000,.7100,-1.53,($0.88),151.35%
LYFT,LYFT INC COM CL A,"13,794 M",39.99,-2.11,-5.01%,"10,544,610",39.65,39.98,-3.02,($0.89),62.79%
JAGX,JAGUAR HEALTH INC COM,33 M,.6700,-.06,-8.22%,"2,941,424",.6700,.6900,-.78,($0.92),394.69%
SPPI,SPECTRUM PHARMACEUTICALS INC COM,126 M,.7135,+.0426,+6.35%,"6,204,128",.7200,.7300,-1.05,($0.92),162.98%
LVS,LAS VEGAS SANDS CORP COM,"34,502 M",45.16,-1.49,-3.19%,"7,252,760",38.80,45.16,-1.26,($0.95),55.95%
NLY,ANNALY CAPITAL MANAGEMENT INC COM USD0.01,"10,758 M",7.37,-.14,-1.86%,"41,009,767",7.35,7.40,1.6,($0.95),36.73%
PRQR,PROQR THERAPEUTICS N V COM,102 M,1.39,-4.25,-75.35%,"35,535,586",1.39,1.40,-1.114,($0.98),187.87%
ACAD,ACADIA PHARMACEUTICALS INC COM,"4,172 M",25.95,-.28,-1.07%,"1,298,424",25.80,26.25,-1.2,($0.98),76.52%
ISEE,IVERIC BIO INC COM,"1,763 M",15.38,-.61,-3.81%,"1,486,973",14.32,17.76,-1.11,($1.02),75.97%
IRM,IRON MOUNTAIN INC COM,"12,865 M",44.43,-.34,-0.76%,"1,570,360",42.00,45.25,2.2,($1.04),38.51%
APRN,BLUE APRON HOLDINGS INC COM CL A,202 M,6.38,+.09,+1.43%,"4,465,620",6.11,6.43,-3.72,($1.05),127.47%
UBER,UBER TECHNOLOGIES INC COM,"68,467 M",35.29,-2.46,-6.52%,"72,568,418",35.15,35.20,-.29,($1.10),63.55%
HTA,HEALTHCARE TRUST OF AMERICA IN USD0.01,"6,793 M",30.76,-.02,-0.06%,"2,079,677",27.42,32.98,.5,($1.12),64.03%
ALPN,ALPINE IMMUNE SCIENCES INC COM,214 M,7.34,+.15,+2.09%,"1,250,954",6.92,8.12,-1.7,($1.14),122.30%
AEG,AEGON NV ADR SPONSORED,"11,176 M",5.59,-.10,-1.76%,"4,975,333",5.61,5.69,.6611,($1.16),43.50%
KODK,EASTMAN KODAK CO COM,337 M,4.29,-.06,-1.38%,"1,627,222",4.23,4.33,1.96,($1.18),107.21%
NTNX,NUTANIX INC COM CL A,"5,698 M",26.26,-1.05,-3.84%,"1,279,611",25.00,28.79,-5.65,($1.20),75.40%
CCI,CROWN CASTLE INTL CORP COM USD0.01,"72,990 M",168.88,-4.17,-2.41%,"2,920,107",168.00,173.89,2.53,($1.22),32.22%
CENN,CENNTRO ELECTRIC GROUP LTD COM,371 M,1.42,-.06,-4.05%,"11,124,508",1.44,1.46,-.0132,($1.24),203.93%
BX,BLACKSTONE INC COM,"90,458 M",123.57,-10.96,-8.15%,"9,209,845",117.20,124.47,8.13,($1.41),60.15%
SLDB,SOLID BIOSCIENCES INC COM,120 M,1.09,-.06,-5.22%,"1,602,169",1.07,1.11,-.82,($1.42),127.47%
EDIT,EDITAS MEDICINE INC COM,"1,103 M",16.13,-1.16,-6.71%,"1,909,948",16.18,16.25,-3.29,($1.45),98.17%
UDR,UDR INC COM USD0.01,"17,581 M",55.26,+.16,+0.29%,"2,263,502",53.02,69.07,.48,($1.45),41.52%
JMIA,JUMIA TECHNOLOGIES AG ADR SPONSORED,907 M,9.20,-.44,-4.56%,"3,569,725",8.75,9.28,-2.328,($1.58),121.86%
REAL,THE REALREAL INC COM,860 M,9.31,-.30,-3.12%,"2,698,497",9.31,9.34,-2.6,($1.60),117.64%
FANG,DIAMONDBACK ENERGY INC COM,"24,562 M",135.57,+5.15,+3.95%,"3,674,487",136.00,137.60,2,($1.64),66.15%
TGTX,TG THERAPEUTICS INC COM,"1,479 M",10.35,-.04,-0.38%,"1,702,504",10.30,10.44,-2.65,($1.69),97.61%
DRE,DUKE REALTY CORPORATION COM USD0.01,"21,027 M",55.21,-.74,-1.32%,"2,188,355",53.65,69.01,2.43,($1.71),32.43%
KKR,KKR & CO INC COM,"37,384 M",62.76,-3.24,-4.91%,"5,144,138",62.00,69.36,9.09,($1.74),47.35%
MTDR,MATADOR RESOURCES COMPANY COM,"5,201 M",44.33,+1.50,+3.50%,"1,490,534",43.50,45.25,2.35,($1.78),81.44%
GPRE,GREEN PLAINS INC COM,"1,605 M",29.94,-3.01,-9.14%,"2,606,243",29.63,32.50,-2.7,($1.80),63.25%
PCG,PG&E CORP COM,"22,364 M",11.26,-.13,-1.14%,"27,618,232",11.22,11.32,-.05,($1.82),44.91%
LNG,CHENIERE ENERGY INC COM,"30,491 M",120.24,+4.40,+3.80%,"2,255,887",120.24,120.79,-4.8,($1.82),46.41%
TEN,TENNECO INC COM CL A,792 M,9.65,-.74,-7.12%,"1,638,442",9.60,9.81,2.89,($1.83),83.29%
XERS,XERIS BIOPHARMA HLDGS INC COM,335 M,2.48,-.01,-0.40%,"1,609,386",2.36,2.48,-1.47,($1.83),98.86%
NKTR,NEKTAR THERAPEUTICS COM,"2,014 M",10.91,-.14,-1.27%,"1,336,215",10.75,11.09,-2.72,($1.89),211.73%
NVAX,NOVAVAX INC COM,"6,838 M",90.44,+2.44,+2.77%,"4,133,972",90.01,90.10,-15.01,($1.90),146.52%
EVLO,EVELO BIOSCIENCES INC COM,208 M,3.90,-.24,-5.80%,"1,213,355",3.80,3.90,-2.4,($2.08),++
RGS,REGIS CORP COM,79 M,1.74,+.06,+3.57%,"1,516,016",1.57,1.78,-1.62,($2.20),157.47%
KPTI,KARYOPHARM THERAPEUTICS INC COM,774 M,10.22,+1.11,+12.18%,"5,403,359",10.21,10.30,-1.65,($2.24),109.87%
LXP,LXP INDUSTRIAL TRUST COM USD0.0001,"4,347 M",15.37,+.12,+0.79%,"2,452,450",14.85,15.89,.79,($2.25),23.40%
BXRX,BAUDAX BIO INC COM,15 M,.1738,-.0146,-7.75%,"2,298,855",.1751,.1809,-.75,($2.34),<empty>
BXP,BOSTON PROPERTIES INC COM USD0.01,"18,421 M",117.67,+2.09,+1.81%,"1,901,865",104.00,129.50,3.17,($2.37),32.35%
CPE,CALLON PETROLEUM CO COM,"3,442 M",56.09,+3.93,+7.53%,"2,279,580",56.10,56.50,-11.01,($2.38),105.35%
ACC,AMER CAMPUS COMMUNITIES INC COM USD0.01,"7,001 M",50.31,-.25,-0.49%,"1,559,234",38.00,52.66,.12,($2.52),39.43%
GM,GENERAL MOTORS CO COM,"70,951 M",48.83,-1.51,-3.00%,"20,183,818",48.75,49.10,6.7,($2.55),50.67%
TWST,TWIST BIOSCIENCE CORPORATION COM,"2,849 M",55.99,-5.65,-9.17%,"3,457,454",55.71,57.00,-3.34,($2.69),89.38%
PLD,PROLOGIS INC COM USD0.01,"108,269 M",146.31,-2.12,-1.43%,"4,395,531",130.00,146.00,3.94,($2.73),31.94%
VNE,VEONEER INC COM,"3,948 M",35.25,-.09,-0.25%,"1,840,401",26.44,35.57,-3.44,($2.76),26.26%
SO,SOUTHERN CO COM,"70,784 M",66.79,+.84,+1.27%,"8,139,075",52.80,67.15,2.8,($2.86),24.80%
VYNE,VYNE THERAPEUTICS INC COM,27 M,.5108,-.0548,-9.69%,"1,240,588",.5100,.5250,-1.12,($2.99),471.40%
CLVS,CLOVIS ONCOLOGY INC COM,247 M,1.90,-.05,-2.56%,"4,099,691",1.85,1.88,-2.81,($3.14),119.27%
ZGNX,ZOGENIX INC COM,"1,467 M",26.15,-.17,-0.65%,"1,507,686",26.11,26.30,-4.37,($3.18),12.90%
STOR,STORE CAP CORP COM USD0.01,"8,282 M",30.37,+.20,+0.66%,"2,154,179",29.75,31.50,.93,($3.39),32.93%
PEAK,HEALTHPEAK PROPERTIES INC COM USD1,"17,500 M",32.45,+.28,+0.87%,"5,626,677",31.72,33.00,.93,($3.95),29.28%
OKE,ONEOK INC COM,"28,767 M",64.51,+1.49,+2.36%,"2,585,183",64.51,80.64,3.21,($4.03),35.54%
STAG,STAG INDUSTRIAL INC COM USD0.01,"7,066 M",40.37,+.23,+0.57%,"1,466,407",39.90,40.90,1.26,($4.35),36.69%
DUK,DUKE ENERGY CORP COM,"76,708 M",99.75,-.04,-0.04%,"3,953,478",99.75,99.85,4.94,($4.51),23.67%
WE,WEWORK INC COM CL A,"4,813 M",6.91,-.22,-3.09%,"4,703,112",6.95,12.00,-7.183,($5.13),94.42%
AEP,AMERICAN ELECTRIC POWER CO INC COM,"43,509 M",87.65,+.26,+0.30%,"3,340,490",87.60,87.70,4.76,($5.86),24.21%
O,REALTY INCOME CORP COM,"38,183 M",67.49,+.25,+0.37%,"3,795,276",66.90,67.80,1.27,($6.02),26.45%
ARES,ARES MANAGEMENT CORPORATION COM CL A,"13,671 M",79.90,-.56,-0.70%,"1,285,526",77.88,98.00,1.98,($6.24),31.86%
RWT,REDWOOD TRUST INC COM STK USD0.01,"1,260 M",10.97,-.21,-1.88%,"2,220,324",10.97,11.00,2.37,($7.22),75.96%
NOVA,SUNNOVA ENERGY INTL INCORP COM,"1,939 M",17.27,-1.20,-6.50%,"3,371,414",14.34,17.56,-2.11,($7.23),99.23%
NNDM,NANO DIMENSION LTD ADR SPONSORED,972 M,3.79,-.13,-3.32%,"4,706,875",3.78,3.83,-.19,($7.36),82.45%
BLUE,BLUEBIRD BIO INC COM,461 M,6.57,-.34,-4.92%,"1,356,709",6.51,6.75,-12.87,($7.57),84.54%
CCL,CARNIVAL CORP UNITS,"25,817 M",22.04,-1.08,-4.67%,"51,041,667",21.98,22.09,-8.46,($7.72),67.29%
CUK,CARNIVAL PLC ADR SPONSORED,"24,148 M",20.61,-.85,-3.96%,"3,786,095",15.46,23.00,-8.46,($7.72),70.57%
SRC,SPIRIT REALTY CAPITAL INC COM USD0.01(POST REV SPLIT),"5,869 M",45.96,+.38,+0.83%,"1,300,104",40.00,46.90,1.28,($7.99),36.86%
MPW,MEDICAL PROPERTIES TRUST INC COM USD0.001,"12,933 M",21.67,+.21,+0.98%,"4,254,838",21.50,25.00,1.11,($8.04),29.27%
EIX,EDISON INTERNATIONAL COM,"22,889 M",60.25,-.32,-0.53%,"1,473,236",45.19,75.31,2.03,($10.96),27.89%
APTS,PFD APARTMENT COMMUNITIES INC COM USD0.01,"1,181 M",22.30,+1.27,+6.04%,"2,212,169",22.11,22.15,-3.04,($11.24),88.11%
CVNA,CARVANA CO COM CL A,"12,098 M",141.35,-13.19,-8.54%,"3,084,710",141.40,141.41,-1.464,($11.32),110.83%
HTZ,HERTZ GLOBAL HOLDINGS INC COM,"9,188 M",19.84,-.96,-4.62%,"6,494,744",19.83,19.89,.35,($32.49),92.85%
CEI,CAMBER ENERGY INC COM,133 M,.5317,-.0113,-2.08%,"8,316,662",.5380,.5410,30.29,"($1,884.05)",221.39%
